form_row_id,contract_filename,contract_id,question_id,question_text,answer_type,answer,normalized_at
7,Contract__9.pdf,contract__9,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"8.3.5 Notwithstanding anything to the contrary in any of the Contract Documents, the Contractor acknowledges and agrees that no extension of time shall be granted on account of adverse weather conditions except as provided for in this paragraph. For purposes of this Agreement, ""adverse weather"" is defined as when because of weather conditions: (1) a state emergency or other declaration is made by the Governor of Pennsylvania directing non-essential workers to not report to work; or (2) Work cannot safely progress including, without limitation, winds that exceed the applicable manufacturer’s recommendation or local regulation for the safe use of a hoist, crane or other equipment (3) such weather conditons exist that are are unordinary and that significantly hinder the performance of the Work. Written notice of adverse weather must be delivered by the Contractor to the Owner within five (5) days following such adverse weather and if the Contractor fails to so deliver written notice of adverse weather to the Owner by such time, the Contractor shall have no right to seek an extension of the Contract Time on account of such adverse weather.",2026-01-25T19:55:50
14,Contract__10.pdf,contract__10,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"8.3.1 If Construction Manager is delayed at any time in the progress of the Work by the occurrence of any of the following events (each a “Force Majeure Event”): (i) strikes, lockouts or labor disputes, not caused by, or within the reasonable control of Construction Manager; (ii) substantially adverse weather which are abnormally severe (ascertained by reference to the official records of the National Oceanic and Atmospheric Administration applicable to the Villanova, PA area for the previous five (5) years) which delays or precludes construction of the Work and which could not be reasonably anticipated by Construction Manager",2026-01-25T19:55:50
24,Contract__11.pdf,contract__11,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"""(a) the weather experienced at the Project site during the term of this Agreement is more severe than the adverse weathel anticipated for the Project location during any given month, (b) the unusually severe weather must actually cause a delay to the criticai path for the completion of the Project, and (c) the delay must be beyond the control and without the fault or negligence of the Contractor. If the conditions of this Section 8.7.7 .3 are met, the delay(s) shall be referred to a """"Weather""",2026-01-25T19:55:50
13,Contract__19.pdf,contract__19,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"Article 15.1.6.2 - If adverse weather conditions are the basis for a claim for additional, such claim shall be documented by data substantiating that weather conditions were abnormal for the period of time, could not have been reasonably anticipated, and had an adverse effect on the scheduled construction.",2026-01-25T19:55:50
10,Contract__20.pdf,contract__20,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"See Exhibit K - weather exhibit for days per month included in contract 1.05 hh “Force Majeure” means unusually severe adverse weather conditions not reasonably foreseeable or reasonably anticipated (as determined on the basis of the past ten (10) year weather records collected by the National Oceanic and Atmospheric Administration, as shown in Exhibit K); strikes or labor disputes that arise for reasons other than a dispute at or directly involving General Contractor or the Project; riots, war or insurrection; or acts of God or other similar causes that are unavoidable, unforeseeable and beyond the control of General Contractor, any Subcontractor or anyone for whose acts they may be liable. 1.05 yyy “Weather Day” means means a day on which General Contractor is unable to perform more than four (4) hours of critical path activities due solely to weather and not due to (i) the act or omission of General Contractor or any Subcontractor; (ii) the bankruptcy or insolvency of General Contractor or any Subcontractor; (iii) the failure of Architect or any Consultant or Contractor to perform any portion of the Work in accordance with the terms of its subcontract; (iv) the negligence or willful misconduct of General Contractor or any Subcontractor; or (v) a breach or default by General Contractor under this Agreement; provided, however, that in no event shall a Weather Day include a Sunday, a federal holiday or any other day on which, prior to the weather event, no Work was scheduled. 3.05 d General Contractor shall give Owner notice of a Weather Day within two (2) business days. Such notice must include, at minimum, a description of the weather on the day(s) in question, the number of hours worked on such day(s), the critical path activities that were scheduled for such day(s), and documentation supporting General Contractor’s assertions in the notice. Failure to provide notice in accordance with this Section shall be deemed a waiver of General Contractor’s right to claim such Weather Day(s) as a Force Majeure Delay.",2026-01-25T19:55:50
16,Contract__21.pdf,contract__21,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"If adverse weather conditions are the basis for a Claim for additional time, such Claim shall be documented by data substantiating that weather conditions were abnormal for the period of time, could not have been reasonably anticipated and had an adverse effect on the scheduled construction. No Claim based on weather delays shall be permitted in the event that portions of the Work continue during the adverse weather conditions.",2026-01-25T19:55:50
12,Contract__12.pdf,contract__12,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,Silent on weather days,2026-01-25T19:55:50
17,Contract__22.pdf,contract__22,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"""Severe Weather Conditions” means weather conditions that are materially worse than those that reasonably would be anticipated for the Site at the applicable time based on historic meteorological records. - Article 1.66",2026-01-25T19:55:50
18,Contract__13.pdf,contract__13,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,MSA 4.3.7.2 (1) extreme or unusual compared to prior 10 year weather data (2) must have actually caused subcontractor to not work (3) claim must be substantiated by weather data (4) only applicable if delay will delay substantial completion (5) claim must be submitted within 5 cal days (6) must be submitted to owner by the end of the calendar month following the month with adverse weather conditions.,2026-01-25T19:55:50
21,Contract__14.pdf,contract__14,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,See 8.3.3,2026-01-25T19:55:50
26,Contract__23.pdf,contract__23,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"If the Contractor is delayed at any time in the commencement or progress of the Work by adverse weather conditions documented in accordance with Section 15.1.6.2, or other causes beyond the Contractor’s control and the Architect determines, justify delay, then the Contract Time shall be extended for such reasonable time as the Architect may determine.",2026-01-25T19:55:50
22,Contract__22.pdf,contract__22,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"§ 8.3.1 If the Contractor is materially delayed at any time in the commencement or progress of the Work by (1) an act or neglect of the Owner or Architect, of an employee of either, or of a Separate Contractor; (2) by changes ordered in the Work; (3) to the extent permitted by Section 8.3.1.1, by labor disputes, fire, unusual delay in deliveries, unavoidable casualties, adverse weather conditions documented in accordance with Section 15.1.6.2, or other causes beyond the Contractor’s reasonable control; (4) by delay authorized by the Owner; or (5) by other causes that the Contractor asserts, and the Architect reasonably determines, justify delay, then the Contract Time shall be extended for such reasonable time as the Owner and Contractor shall mutually determine with input from the Architect. § 15.1.6.2 If adverse weather conditions are the basis for a Claim for additional time, such Claim shall be made promptly following the date on which Contractor becomes aware that said weather conditions will delay the Contract Time, and shall be valid only to the extent documented by data substantiating that weather conditions were abnormal for the period of time, could not have been reasonably anticipated, and had a direct and adverse effect on the scheduled construction.",2026-01-25T19:55:50
20,Contract__24.pdf,contract__24,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"Section 45: Neither Party shall be liable for a failure or delay in performing any of its obligations under this Agreement if, but only to the extent that, such failure or delay is due to causes beyond the reasonable control of the affected Party, including (1) acts of God; (2) fire, explosion, or unusually severe weather; (3) war, invasion, riot, or other civil unrest; (4) laws, orders, restrictions, actions, embargoes, or blockages imposed by any Governmental Authority; (5) national or regional emergency; and (6) injunctions, strikes, lockouts, labor trouble, or other industrial disturbances; provided that the Party affected shall promptly notify the other of the Force Majeure condition and shall exert reasonable efforts to eliminate, cure, or overcome any such causes and to resume performance of its obligations as soon as possible. Any failure or delay in performing any obligation under this Agreement as a result of failure or performance abnormality in software, hardware, or firmware shall not be, or be deemed to be, the result of Force Majeure",2026-01-25T19:55:50
25,Contract__16.pdf,contract__16,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"lf the Contractor is delayed at any time in the commencement or progress of the Work by adverse weather conditions documented in accordance with Section 15.1.6.2, or other causes beyond the Contractor's control or by other causes that the Contractor asserts, and the Architect determines, justify delay, then the Contract Time shall be extended for such reasonable time as the Architect may determine.",2026-01-25T19:55:50
27,Contract__25.pdf,contract__25,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,"Section 45: Neither Party shall be liable for a failure or delay in performing any of its obligations under this Agreement if, but only to the extent that, such failure or delay is due to causes beyond the reasonable control of the affected Party, including (1) acts of God; (2) fire, explosion, or unusually severe weather; (3) war, invasion, riot, or other civil unrest; (4) laws, orders, restrictions, actions, embargoes, or blockages imposed by any Governmental Authority; (5) national or regional emergency; and (6) injunctions, strikes, lockouts, labor trouble, or other industrial disturbances; provided that the Party affected shall promptly notify the other of the Force Majeure condition and shall exert reasonable efforts to eliminate, cure, or overcome any such causes and to resume performance of its obligations as soon as possible. Any failure or delay in performing any obligation under this Agreement as a result of failure or performance abnormality in software, hardware, or firmware shall not be, or be deemed to be, the result of Force Majeure",2026-01-25T19:55:50
1,,nan,Q_what_are_the_adverse_weather_days_terms_conditions_3232cebb,What are the Adverse Weather Days Terms & Conditions?,text,WEF,2026-01-25T19:55:50
8,Contract__1.pdf,contract__1,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,14 (A201 - 15.1.2),2026-01-25T19:55:50
6,Contract__2.pdf,contract__2,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,At Progress meetings,2026-01-25T19:55:50
3,Contract__3.pdf,contract__3,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,21 days,2026-01-25T19:55:50
23,Contract__4.pdf,contract__4,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,5 days,2026-01-25T19:55:50
11,Contract__5.pdf,contract__5,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,5,2026-01-25T19:55:50
9,Contract__7.pdf,contract__7,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,"A201 15.1.2 Claims by the Contractor must be initiated within 21 days after occurrence of the event giving rise to such Claim or within 21 days after the Contractor first recognizes the condition giving rise to the Claim, whichever is later.",2026-01-25T19:55:50
5,Contract__8.pdf,contract__8,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,5 days,2026-01-25T19:55:50
4,Contract__17.pdf,contract__17,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,21,2026-01-25T19:55:50
19,Contract__18.pdf,contract__18,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,2,2026-01-25T19:55:50
7,Contract__9.pdf,contract__9,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,5,2026-01-25T19:55:50
14,Contract__10.pdf,contract__10,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,"The Contract Time takes into account normally anticipatable adverse weather which will materially interfere with the timely prosecution of the Work. Construction Manager shall not be entitled to changes in the Contract Sum or Required Completion Date due to weather conditions which do not meet the criteria set forth in the first sentence of this Section 8.3.1. Owner shall not be required to keep a record of days of precipitation or low temperatures and the burden of proof with respect to weather delays shall be upon Construction Manager. Upon the occurrence of a Force Majeure Event, the Construction Manager shall be entitled to reimbursement for all reasonable additional costs including General Conditions costs for such period of delay to the extent such period of delay impacts the critical path of the Project Schedule. Construction Manager will send a written claim, with supporting documentation, for any requested extension of time by notice to Owner, indicating the existence of a situation constituting a Force Majeure Event, given within (5) business days or as soon as practicable after the event occurs for which such claim is made and Construction Manager shall notify Owner of the nature and probable duration of such delay as soon as practicable after Construction Manager knows of such delay. Construction Manager agrees to use all reasonable efforts to shorten and minimize the impacts of any such Force Majeure Event.",2026-01-25T19:55:50
24,Contract__11.pdf,contract__11,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,(5) Days after the contractor knows,2026-01-25T19:55:50
10,Contract__20.pdf,contract__20,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,2,2026-01-25T19:55:50
16,Contract__21.pdf,contract__21,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,10 Calendar days,2026-01-25T19:55:50
12,Contract__12.pdf,contract__12,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,Silent on notification to adverse weather delays,2026-01-25T19:55:50
17,Contract__22.pdf,contract__22,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,5 days - Article 4.6.G,2026-01-25T19:55:50
18,Contract__13.pdf,contract__13,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,5,2026-01-25T19:55:50
21,Contract__14.pdf,contract__14,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,See 15.1.2 - Within 21 days of event,2026-01-25T19:55:50
26,Contract__23.pdf,contract__23,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,21 days,2026-01-25T19:55:50
22,Contract__22.pdf,contract__22,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,5 days,2026-01-25T19:55:50
20,Contract__24.pdf,contract__24,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,ASAP,2026-01-25T19:55:50
25,Contract__16.pdf,contract__16,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,21 days,2026-01-25T19:55:50
27,Contract__25.pdf,contract__25,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,"Not specified. 20.1 - Supplier shall notify Company, promptly in writing, as soon as Supplier becomes aware of any potential material deviations from the Agreement Price or Work Schedule (including without limitation any delays in the progress of the Work), and the details thereof.",2026-01-25T19:55:50
1,,nan,Q_within_how_many_days_must_we_notify_the_owner_of_a_59a3786f,Within how many days must we notify the owner of adverse weather day impacts?,text,WEF,2026-01-25T19:55:50
8,Contract__1.pdf,contract__1,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,Per NOAA standards for the Project Location,2026-01-25T19:55:50
6,Contract__2.pdf,contract__2,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,48,2026-01-25T19:55:50
23,Contract__4.pdf,contract__4,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,54,2026-01-25T19:55:50
11,Contract__5.pdf,contract__5,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,Reasonably anticipated for that time of year (ie NOAA),2026-01-25T19:55:50
9,Contract__7.pdf,contract__7,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,Silent,2026-01-25T19:55:50
5,Contract__8.pdf,contract__8,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,0,2026-01-25T19:55:50
4,Contract__17.pdf,contract__17,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,None,2026-01-25T19:55:50
19,Contract__18.pdf,contract__18,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,0,2026-01-25T19:55:50
7,Contract__9.pdf,contract__9,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,0,2026-01-25T19:55:50
14,Contract__10.pdf,contract__10,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,see answer to item #56,2026-01-25T19:55:50
24,Contract__11.pdf,contract__11,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,Reference Article 8.1.72,2026-01-25T19:55:50
10,Contract__20.pdf,contract__20,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,see exhibit K for monthly breakdown,2026-01-25T19:55:50
16,Contract__21.pdf,contract__21,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,Not Provided for in prime agreement,2026-01-25T19:55:50
12,Contract__12.pdf,contract__12,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,Silent on weather days,2026-01-25T19:55:50
17,Contract__22.pdf,contract__22,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,None - interior renovation.,2026-01-25T19:55:50
18,Contract__13.pdf,contract__13,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,0,2026-01-25T19:55:50
21,Contract__14.pdf,contract__14,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,See 8.3.3 - NOAA ten-year avg.,2026-01-25T19:55:50
26,Contract__23.pdf,contract__23,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,0,2026-01-25T19:55:50
22,Contract__22.pdf,contract__22,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,Normal average,2026-01-25T19:55:50
25,Contract__16.pdf,contract__16,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,0,2026-01-25T19:55:50
27,Contract__25.pdf,contract__25,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,0,2026-01-25T19:55:50
1,,nan,Q_how_many_adverse_weather_days_included_in_contract_fcc5bc90,How many Adverse Weather Days Included in Contract Agreement?,text,WEF,2026-01-25T19:55:50
6,Contract__2.pdf,contract__2,Q_what_is_the_schedule_requirements_article_3b6abf2e,What is the Schedule Requirements Article #?,text,3.10,2026-01-25T19:55:50
3,Contract__3.pdf,contract__3,Q_what_is_the_schedule_requirements_article_3b6abf2e,What is the Schedule Requirements Article #?,text,General Conditions 3.10,2026-01-25T19:55:50
5,Contract__8.pdf,contract__8,Q_what_is_the_schedule_requirements_article_3b6abf2e,What is the Schedule Requirements Article #?,text,A201 - 3.10,2026-01-25T19:55:50
4,Contract__17.pdf,contract__17,Q_what_is_the_schedule_requirements_article_3b6abf2e,What is the Schedule Requirements Article #?,text,3.1.4,2026-01-25T19:55:50
1,,nan,Q_what_is_the_schedule_requirements_article_3b6abf2e,What is the Schedule Requirements Article #?,text,WEF,2026-01-25T19:55:50
8,Contract__1.pdf,contract__1,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,"- Within 30 days of contract execution, Contractor must submit a construction non-cost loaded CPM schedule for the work reflecting milestone dates and the specific Substantial Completion dates for each phase of the project - CPM schedule shall show start and finish dates for all activities - Activities shall be broken down separately to show material deliveries and labor activities for each phase of the project - Contractor shall prepare and provide 2-week look back and 4-week look ahead schedules as well as monthly updates to the CPM schedule for the entire project",2026-01-25T19:55:50
6,Contract__2.pdf,contract__2,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,"The Project Schedule and CPM Schedule (defined below) shall be updated monthly and included with the Contractor's Application for Payment for review and approval by the Owner. If the Project Schedule and CPM Schedule (defined below) are not updated monthly, the Owner, in its sole discretion, may delay payment of Contractor's Application for Payment in an amount equal to the greater of (a) $50,000 or (b) ten percent (10%) of the payment sought by Contractor in such Application for Payment until a revised Project Schedule and CPM Schedule (defined below) are provided. The Project Schedule shall contain the dates that are critical in ensuring the timely and orderly completion of the Work in accordance with the requirements of the Contract Documents. The date(s) of Substantial Completion of the Work (or portions thereof if the Agreement contemplates phases of Work) in each revision to the Project Schedule shall be consistent with the date(s) of Substantial Completion, or the total number of days from commencement until Substantial Completion, set forth in the body of the Agreement, as said date(s) may be extended pursuant to the provisions of the Contract Documents. In addition to the Project Schedule updates described herein, the Owner may also require the Contractor to provide throughout the course of the Project two-week ""look ahead"" schedules of such detail which is reasonably acceptable to the Owner.",2026-01-25T19:55:50
3,Contract__3.pdf,contract__3,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,"- Update Contract Schedule with each pay application - Submittal schedule to be coordinated with Contract Schedule; if submittal schedule is not maintained Contractor may not claim delay due to submittal review - Changes in Contract Schedule are only accepted via Change Order - Contractor delays/recovery to schedule are reimbursable only within GMP - Owner may direct in writing acceleration of schedule and reimbursed unless attributable to Contractor's actions - Prior to commencement of work, Contractor shall submit milestone schedule to Owner for approval to ensure timely completion. Recovery plan due to Contractor negligence and costs associated are borne by Contractor",2026-01-25T19:55:50
23,Contract__4.pdf,contract__4,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,"The Contractor shall prepare a submittal schedule, promptly after being awarded the Contract and thereafter as necessary to maintain a current submittal schedule, and shall submit the schedule(s) for the Architect's approval' The Architect's approval shall not unreasonably be delayed or withheld. The submittal schedule shall (l) be coordinated with the Contractor's construction schedule, and (2) allow the Architect reasonable time to review submittals. If the Contractor fails to submit a submittal schedule, the Contractor shall not be entitled to any increase in Contract Sum or extension of Contract Time based on the time required for review of submittals. Failure of the Contractor to deliver a submittal schedule shall entitle the Owner to withhold progress payments for the Work in an amount equal to the greater of (a) $50,000 or (b) ten percent (10%) of the payment sought by Contractor in an Application for Payment until such time as the submittal schedule is delivered to the Owner.",2026-01-25T19:55:50
11,Contract__5.pdf,contract__5,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,Clause E1 page 179 of 227 TLDW,2026-01-25T19:55:50
15,Contract__6.pdf,contract__6,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,"CPM schedule required, monthly updates required, milestone date changes via CO only",2026-01-25T19:55:50
9,Contract__7.pdf,contract__7,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,"A201 3.3.4.1 The Contractor has reviewed the completion dates and times set forth in the Contract Documents, agrees that such dates and times are reasonable and commits to achieve them. The Contract Sum includes costs associated with completion by those dates and times, including, but not limited to, costs associated with Contractor’s original plan and schedule that may include out-of-sequence work, come-back work, stand-by work, stacking of trades, coordination with the schedules and work of separate contractors, allowing sufficient time, work and storage areas, and site access for separate contractors to timely progress and complete their work, overtime, expediting and acceleration that may be required to complete the Work by those dates and times. In the event that the Owner requires Work to be performed out-of-sequence (from what is set forth in the original plan and schedule) and/or requires Contractor to coordinate the Work with the work performed by Owner’s other contractors, the Contractor will reasonably work with Owner to ensure the Work is performed as efficiently as possible (from a time and cost perspective) while accommodating such out-of-sequence Work and/or other contractors in accordance with industry standards, provided that Contractor shall have the right to make a Claim for any actual proven costs incurred by Contractor in connection therewith.",2026-01-25T19:55:50
5,Contract__8.pdf,contract__8,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,"The Contractor shall submit for the Owner’s and Architect’s information a Contractor’s construction schedule for the Work, a final accepted version of which shall be attached to the A102 Agreement as Exhibit L (the “Construction Schedule”). Such schedule shall not exceed time limits current under the Contract Documents, shall be revised at appropriate intervals as required by the conditions of the Work and Project (but in no event less frequently than monthly), shall be related to the entire Project to the extent required by the Contract Documents, and shall provide for expeditious and practicable execution of the Work. The Construction Schedule and all updates thereto shall be in a detailed, precedence-style critical path method (CPM) format satisfactory to the Owner and the Architect and shall: (1) provide a graphic representation of material activities and events that will occur during performance of the Work; (2) indicate a proposed cash flow schedule based on anticipated monthly requisitions by the Contractor through final completion; (3) identify key dates for Owner-provided or Architect-provided information and materials; and (4) set forth dates that are critical in ensuring the timely and orderly completion of the Work in accordance with the requirements of the Contract Documents, including but not limited to each and all of the Substantial Completion Dates.",2026-01-25T19:55:50
4,Contract__17.pdf,contract__17,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,"When Project requirements in Section 4.1.1 have been sufficiently identified, the Construction Manager shall prepare and periodically update a Project schedule for the Architect’s review and the Owner’s acceptance. The Construction Manager shall obtain the Architect’s approval for the portion of the Project schedule relating to the performance of the Architect’s services. The Project schedule shall coordinate and integrate the Construction Manager’s services, the Architect’s services, other Owner consultants’ services, and the Owner’s responsibilities; and identify items that affect the Project’s timely completion. The updated Project schedule shall include the following: submission of the Guaranteed Maximum Price proposal; components of the Work; times of commencement and completion required of each Subcontractor; ordering and delivery of products, including those that must be ordered in advance of construction; and the occupancy requirements of the Owner.",2026-01-25T19:55:50
19,Contract__18.pdf,contract__18,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,Per Article 8.,2026-01-25T19:55:50
7,Contract__9.pdf,contract__9,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,Monthly schedule update with Monthly Report,2026-01-25T19:55:50
14,Contract__10.pdf,contract__10,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,Ref. Article 3.13,2026-01-25T19:55:50
24,Contract__11.pdf,contract__11,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,Exhibit A,2026-01-25T19:55:50
13,Contract__19.pdf,contract__19,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,"The schedule shall contain detail appropriate for the project, including (1) the date of commencement of the work, intern schedule milestone dates, and the date of substantial completion, (2) an appointment of the work by construction activity and (3) the time required for completion of each portion of work. The schedule shall provide for the orderly progression of the work to completion and shall not exceed time limits current under the Contract documents. The schedule shall be revised at appropriate intervals as required by the conditions of the work and project.",2026-01-25T19:55:50
10,Contract__20.pdf,contract__20,Q_what_are_the_schedule_requirements_terms_condition_82dcf987,What are the Schedule Requirements Terms & Conditions?,text,"3.05b General Contractor shall, no less frequently than monthly, and more often if requested by Owner, update and submit its Project Schedule to Owner for review and approval with a level of detail acceptable to Owner. Any updates or changes to the Project Schedule shall (i) take into account all reasonably foreseeable events (including, without limitation, weather delay, cost increases due to supply shortages and inflation), (ii) not exceed or modify the Milestone Dates and other time limits under the Contract Documents, as such time limits may be adjusted under the Contract Documents, (iii) take into consideration any other work being performed at the Project Site, (iv) provide for the expeditious and practicable execution of the Work, and (v) identify the total amount of unused float for Work performed as of that date. General Contractor shall cooperate with Owner in revising the Project Schedule as deemed necessary by Owner.",2026-01-25T19:55:50
